CAS Number,Name,Formula,Type,UNIFAC,MW,SG6060,TB,Tc,Pc,Vc,OMEGA,CPA,CPB,CPC,CPD,CPE,HFORM25,GFORM25,GIBBSA,GIBBSB,GIBBSC
111-92-2,diButylamine,C8H19N       ,Misc,(CH3)2 (CH2)5 CH2NH ,129.2460022,0.7651,432.799,607.500,26.300,0.524,0.5800,0.0755925,0.0062565,-3.40032E-06,7.16056E-10,0,-154.98,104.00,-1.55E+02,8.52E-01,7.28E-05
111-96-6,diEGlydiMEth,C6H14O3      ,Misc,(CH2)3 CH3O CH2O ,134.1750031,0.9525,432.910,602.000,28.600,0.422,0.5748,0.0883247,0.0049375,-2.59685E-06,4.5922E-10,0,-510.99,-286.50,-5.11E+02,1.14E+00,5.86E-05
1119-85-3,14DiCyan2C4=,C6H6N2       ,Misc,CH=CH (CH2CN)2 ,106.125,0.9573,547.000,755.000,29.500,0.426,0.6668,0.419489,0.00226574,2.29056E-06,-4.58892E-09,1.96487E-12,261.00,328.00,2.61E+02,2.18E-01,2.14E-05
1120-21-4,n-C11,C11H24       ,PN,(CH3)2 (CH2)9 ,156.3130035,0.7435,469.040,638.299,19.649,0.660,0.5350,-0.0537062,0.00674288,-3.70986E-06,7.91344E-10,-1.04389E-22,-270.49,41.25,-2.76E+02,1.04E+00,8.04E-05
1120-28-1,M-Arachidate,C21H42O2     ,Misc,CH3 (CH2)18 CH3COO ,326.5589905,0.8208,579.419,753.185,14.776,0.995,0.6629,0.028196825,0.005953057,-3.1357E-06,5.56097E-10,0,-794.05,,-7.93E+02,2.00E+00,1.58E-04
1120-36-1,1-Tetradecen,C14H28       ,N,CH3 (CH2)11 CH2=CH ,196.378006,0.7748,524.299,689.000,15.500,0.707,0.6752,0.127799,0.00562078,-1.88258E-06,-1.6906E-10,-6.44745E-22,-206.70,154.77,-2.13E+02,1.20E+00,9.16E-05
112-05-0,nC9oicAcid,C9H18O2      ,Misc,CH3 (CH2)7 COOH ,158.2400055,0.9102,528.750,712.000,23.500,0.547,0.7274,0.0772698,0.0055369,-3.3303E-06,1.04175E-09,-2.06375E-13,-577.30,-315.00,-5.77E+02,8.51E-01,6.90E-05
112-06-1,nC7Acetate,C9H18O2      ,Misc,CH3COO (CH2)6 CH3 ,158.2400055,0.8753,465.549,637.000,23.300,0.547,0.5953,-0.396191,0.00786804,-7.3398E-06,3.77485E-09,-7.88895E-13,-549.00,,-5.49E+02,8.39E-01,7.06E-05
1120-62-3,3Mcycpentene,C6H10        ,OD,CH=CH CH3 (CH2)2 CH ,82.15000153,0.7593,343.200,535.700,40.200,0.299,0.2210,-0.526209,0.00695918,-3.99816E-06,8.47228E-10,6.5132E-21,8.65,114.98,5.79E+00,3.52E-01,4.31E-05
112-07-2,C2=GC4EthrAc,C8H16O3      ,Misc,CH2O CH3COO CH3 (CH2)4 ,160.2129974,0.9475,465.150,641.200,24.800,0.549,0.5598,-0.32932,0.0072116,-6.7161E-06,3.43656E-09,-7.2615E-13,-652.00,,-6.52E+02,8.07E-01,6.30E-05
112-14-1,nC8C2oate,C10H20O2     ,Misc,CH3 (CH2)7 CH3COO ,172.2680054,0.8731,484.450,652.000,21.500,0.600,0.6514,-0.380863,0.0078412,-7.17462E-06,3.62608E-09,-7.4812E-13,-569.70,,-5.70E+02,9.34E-01,7.79E-05
112-15-2,DiEGEEther,C8H16O4      ,Misc,(CH2)3 CH3 CH3COO (CH2O)2 ,176.2120056,1.0160,490.549,660.000,24.200,0.565,0.7145,-0.337141,0.00705958,-6.81264E-06,3.61921E-09,-8.06945E-13,-776.00,-510.78,-7.76E+02,8.72E-01,6.26E-05
112-17-4,nDecAcetate,C12H24O2     ,Misc,CH3COO CH3 (CH2)9 ,200.3200073,0.8699,517.150,678.000,18.600,0.705,0.7502,-0.356472,0.00779782,-6.91086E-06,3.38841E-09,-6.82865E-13,-611.10,,-6.11E+02,1.12E+00,9.24E-05
112-20-9,nNonylAmine,C9H21N       ,Misc,(CH2)7 CH3 CH2NH2 ,143.2720032,0.7930,475.350,648.000,23.600,0.577,0.6136,-0.0989074,0.00700868,-4.79562E-06,1.79918E-09,-2.90337E-13,-195.00,91.04,-1.94E+02,9.33E-01,8.43E-05
112-23-2,n-C7_Formate,C8H16O2      ,Misc,(CH2)6 CH3 HCOO ,144.2140045,0.8834,451.250,628.000,25.400,0.494,0.5337,-0.33498,0.0075452,-0.000006951,3.57388E-09,-7.5745E-13,-489.80,,-4.90E+02,7.51E-01,6.23E-05
112-24-3,TriC2=TetraA,C6H18N4      ,Misc,(CH2)2 (CH2NH2)2 (CH2NH)2 ,146.2350006,0.9863,539.650,718.000,31.700,0.482,0.9735,-0.20583,0.00711494,-5.92491E-06,2.79963E-09,-5.70535E-13,3.35,310.00,2.66E+00,1.01E+00,6.98E-05
112-25-4,2-C6oxyC2ol,C8H18O2      ,Misc,CH2O OH CH3 (CH2)6 ,146.2299957,0.8932,481.450,633.000,26.200,0.505,0.9004,-0.094373,0.006356,-4.4091E-06,1.61932E-09,-2.5877E-13,-484.20,,-4.84E+02,8.47E-01,7.39E-05
112-27-6,TEGlycol,C6H14O4      ,Misc,(CH2)4 (OH)2 (CH2O)2 ,150.1690063,1.1295,550.400,727.000,14.186,0.446,0.6900,-0.072216,0.0053558,0,0,0,-725.08,-486.52,-7.40E+02,8.78E-01,-7.08E-05
1123-00-8,CC5-AceticAc,C7H12O2      ,Misc,COOH (CH2)5 CH ,128.1710052,1.0250,501.150,708.000,36.200,0.410,0.6144,-0.50095,0.0071854,-6.1518E-06,2.85764E-09,-5.5845E-13,-476.10,,-4.76E+02,5.93E-01,5.35E-05
112-30-1,1-Decanol,C10H22O      ,Misc,CH3 (CH2)9 OH ,158.2850037,0.8327,506.100,687.000,22.200,0.600,0.6133,0.0921096,0.005656,-2.47878E-06,2.18164E-10,0,-401.89,-98.45,-4.09E+02,9.92E-01,7.53E-05
112-31-2,n-Decanal,C10H20O      ,Misc,CH3 (CH2)8 CHO ,156.2680054,0.8285,488.148,657.000,21.500,0.580,0.6416,0.84322,0.00286414,3.04026E-07,-6.11392E-10,0,-325.88,-66.53,-3.36E+02,8.81E-01,6.54E-05
112-32-3,nC8Formate,C9H18O2      ,Misc,HCOO (CH2)7 CH3 ,158.2400055,0.8789,471.950,645.000,23.300,0.547,0.5871,-0.269087,0.00725824,-6.28737E-06,3.05048E-09,-6.24505E-13,-510.60,-252.10,-5.10E+02,8.46E-01,6.96E-05
112-34-5,B-Carbitol,C8H18O3      ,Misc,OH (CH2)5 (CH2O)2 CH3 ,162.2290039,0.9611,504.148,654.000,25.600,0.526,0.9315,-0.0902755,0.0060502,-4.24509E-06,1.53775E-09,-2.39828E-13,-606.00,-328.00,-6.06E+02,9.13E-01,7.36E-05
112-36-7,DEGDiEEther,C8H18O3      ,Misc,(CH2)3 (CH3)2 (CH2O)3 ,162.2290039,0.9132,462.148,624.000,23.700,0.558,0.6807,-0.223164,0.0067379,-5.50995E-06,2.55047E-09,-5.31255E-13,-580.00,-299.00,-5.80E+02,9.21E-01,7.31E-05
112-37-8,UnC10oicAcid,C11H22O2     ,Misc,(CH2)9 CH3 COOH ,186.2940063,0.9012,557.350,732.000,20.800,0.653,0.8346,-0.072699,0.0064334,-4.6854E-06,1.84824E-09,-3.16965E-13,-614.60,,-6.14E+02,1.04E+00,8.34E-05
1123-85-9,2Ph1Propanol,C9H12O       ,Misc,OH ACCH (ACH)5 CH3 CH2 ,136.1940002,1.0096,497.650,685.000,34.900,0.440,0.7643,-0.40382,0.0067968,-5.4948E-06,2.31652E-09,-4.0542E-13,-148.60,,-1.48E+02,4.80E-01,5.22E-05
112-39-0,M-Palmitate,C17H34O2     ,Misc,CH3 (CH2)14 CH3COO ,270.45401,0.8808,599.299,763.000,16.500,0.837,0.9240,0.047490447,0.005783008,-2.98165E-06,4.95462E-10,0,-711.49,,-7.11E+02,1.61E+00,1.29E-04
112-40-3,n-C12,C12H26       ,PN,(CH3)2 (CH2)10 ,170.3390045,0.7518,489.428,658.299,18.299,0.713,0.5620,-0.0547613,0.00674536,-3.72603E-06,7.97804E-10,-1.7051E-22,-291.09,49.53,-2.97E+02,1.14E+00,8.65E-05
112-41-4,1-Dodecene,C12H24       ,N,CH3 (CH2)9 CH2=CH ,168.3240051,0.7629,486.500,657.000,18.500,0.595,0.5836,0.15992,0.0054289,-1.54997E-06,-3.38631E-10,-1.89052E-22,-165.50,138.00,-1.71E+02,1.01E+00,7.97E-05
112-42-5,1-Undecanol,C11H24O      ,Misc,CH3 (CH2)10 OH ,172.3110046,0.8377,518.150,704.000,20.800,0.643,0.5872,-0.0191637,0.00644204,-3.75342E-06,8.12124E-10,0,-422.20,0.00,-4.28E+02,1.09E+00,8.12E-05
112-44-7,1Undecanal,C11H22O      ,Misc,CH3 (CH2)9 CHO ,170.2940063,0.8311,506.148,672.000,20.000,0.632,0.6966,0.00465119,0.00624846,-4.02246E-06,1.3517E-09,-1.939E-13,-351.00,,-3.50E+02,9.54E-01,8.60E-05
'112-44-7,. 1-UNDECANAL,C11H220,MISC,,170.295,0.8230,506.150,672.000,20.000,0.632,0.6970,0.012343287,0.006211574,-3.96107E-06,1.30873E-09,-1.83165E-13,-351.00,-58.20,-3.56E-01,9.75E-01,7.31E-08
112-49-2,TEGDiMEther,C8H18O4      ,Misc,(CH2)4 (CH2O)2 (CH3O)2 ,178.2290039,0.9917,489.148,651.000,23.100,0.548,0.7915,-0.103356,0.00595752,-4.5282E-06,1.89986E-09,-3.65438E-13,-676.00,,-6.76E+02,9.88E-01,7.26E-05
1-12-49-2,TRIETHYLENE GLYCOL DIMETHYL ETHER,C8H1804,MISC,,178.229,0.9800,489.150,651.000,23.100,0.548,0.7920,-0.088913701,0.005831823,-4.20274E-06,1.57746E-09,-2.57618E-13,-676.00,-375.00,-6.81E-01,1.01E+00,6.09E-08
112-50-5,222EEEC2ol,C8H18O4      ,Misc,(CH2O)3 OH CH3 (CH2)4 ,178.2290039,1.0321,529.150,679.000,24.800,0.567,1.0589,-0.26686,0.007028,-6.9561E-06,4.156E-09,-1.10715E-12,-729.10,,-7.29E+02,9.74E-01,7.31E-05
112-51-6,PentdiSulphd,C10H22S2     ,MISC,(CH2S)2 (CH2)6 (CH3)2 ,206.3990021,0.9261,537.098,726.900,21.800,0.703,0.6140,0.0868313,0.00499462,-2.84282E-06,6.49548E-10,-2.2855E-21,-199.62,70.67,-1.91E+02,8.28E-01,1.64E-04
112-53-8,1-Dodecanol,C12H26O      ,Misc,CH3 (CH2)11 OH ,186.3390045,0.8320,533.098,679.000,19.100,0.718,0.9542,0.0495329,0.00592324,-2.86652E-06,4.17728E-10,0,-443.10,-87.13,-4.49E+02,1.19E+00,8.72E-05
112-54-9,n-Dodecanal,C12H24O      ,Misc,CH3 (CH2)10 CHO ,184.3220062,0.8341,523.150,685.000,18.600,0.685,0.7538,0.0517363,0.00594878,-3.26823E-06,6.83656E-10,0,-374.34,-52.60,-3.74E+02,1.06E+00,9.28E-05
112-55-0,1Dodecathiol,C12H26S      ,MISC,CH2SH CH3 (CH2)10 ,202.3990021,0.8469,547.799,729.799,18.800,0.762,0.6360,0.0407163,0.00570454,-3.04641E-06,6.41636E-10,7.68275E-21,-252.66,78.24,-2.45E+02,1.03E+00,1.65E-04
112-57-2,(C2=)4PAmine,C8H23N5      ,Misc,(CH2)3 (CH2NH2)2 (CH2NH)3 ,189.3040009,1.0021,606.150,774.000,25.300,0.636,1.2365,-0.289771,0.0074844,-6.43065E-06,3.08235E-09,-6.30475E-13,12.60,413.08,1.14E+01,1.32E+00,8.63E-05
112-58-3,diHX-Ether,C12H26O      ,Misc,(CH3)2 (CH2)9 CH2O ,186.3379974,1.2249,499.600,657.000,18.100,0.720,0.7000,0.1172,0.00374978,-1.9343E-06,5.86388E-10,0,-415.50,-54.70,-4.04E+02,1.10E+00,2.38E-04
112-59-4,22C6xC2xC2ol,C10H22O3     ,Misc,(CH2O)2 OH CH3 (CH2)7 ,190.2830048,0.9361,532.250,684.000,24.100,0.631,1.1110,-0.11102,0.0063182,-4.5435E-06,1.73916E-09,-2.90855E-13,-651.50,,-6.51E+02,1.10E+00,8.80E-05
112-60-7,TtrC2=Glycol,C8H18O5      ,MISC,(OH)2 (CH2)5 (CH2O)3 ,194.227005,1.1313,581.000,722.000,25.800,0.564,1.5783,0.07802,0.00494758,-3.22134E-06,1.04815E-09,-1.53107E-13,-882.20,-559.41,-8.82E+02,1.02E+00,7.42E-05
112-61-8,M-Stearate,C19H38O2     ,Misc,CH3 (CH2)16 CH3COO ,298.5069885,0.8506,625.630,785.000,15.000,0.929,0.9940,0.036937034,0.005876023,-3.06591E-06,5.28629E-10,0,-752.77,,-7.52E+02,1.80E+00,1.44E-04
112-62-9,M-Oleate,C19H36O2     ,Misc,CH3 (CH2)14 CH=CH CH3COO ,296.5,0.8777,617.000,764.000,12.800,1.060,1.0490,-0.152999,0.00686768,-5.14122E-06,2.09111E-09,-3.66157E-13,-626.00,-117.00,-6.25E+02,1.67E+00,1.35E-04
112-63-0,M-Linoleate,C19H34O2     ,Misc,CH3 (CH2)12 (CH=CH)2 CH3COO ,294.4590149,0.8894,551.320,749.825,21.107,0.714,0.5694,-0.058877383,0.006092305,-3.67703E-06,8.57794E-10,0,-518.33,,-5.18E+02,1.56E+00,1.29E-04
1126-78-9,n-B-Aniline,C10H15N      ,Misc,CH3 (CH2)2 (ACH)5 AC CH2NH ,149.2350006,0.9329,513.900,720.000,28.300,0.535,0.5416,-0.228438,0.0061312,-3.72801E-06,8.62952E-10,0,40.27,,4.05E+01,6.34E-01,6.22E-05
112-70-9,1-Tridecanol,C13H28O      ,Misc,CH3 (CH2)12 OH ,200.3650055,0.8295,547.150,720.000,18.100,0.749,0.6272,-0.0265635,0.00652494,-3.83583E-06,8.35284E-10,0,-463.46,-78.28,-4.70E+02,1.28E+00,9.33E-05
112-72-1,1-Ttrdecanol,C14H30O      ,Misc,CH3 (CH2)13 OH ,214.3910065,0.8240,560.150,740.000,17.000,0.802,0.6765,-0.02963,0.00655532,-3.86175E-06,8.40692E-10,0,-484.08,-69.87,-4.92E+02,1.38E+00,9.92E-05
112-73-2,2E=G2B-Ether,C12H26O3     ,Misc,(CH2)7 (CH3)2 (CH2O)3 ,218.3370056,0.8898,529.150,680.000,17.600,0.803,0.8455,-0.18371,0.0067572,-5.1042E-06,2.10076E-09,-3.7956E-13,-662.00,-265.00,-6.62E+02,1.30E+00,1.02E-04
1127-76-0,1ENaphthalen,C12H12       ,AMR,(AC)2 (ACH)7 ACCH2 CH3 ,156.2290039,1.0122,531.480,776.000,33.200,0.520,0.4073,-0.408359,0.00665042,-4.87329E-06,1.41054E-09,5.5868E-21,96.65,225.98,9.36E+01,4.31E-01,3.83E-05
112-80-1,OleicAcid,C18H34O2     ,Misc,CH3 (CH2)14 CH=CH COOH ,282.4670105,0.8943,632.000,770.000,13.900,1.000,1.1782,-0.204165,0.007086,-5.56782E-06,2.41608E-09,-4.47422E-13,-672.00,-189.69,-6.72E+02,1.58E+00,1.28E-04
112-88-9,1-Octadecene,C18H36       ,N,CH3 (CH2)15 CH2=CH ,252.4850006,0.7905,587.000,742.900,12.450,0.932,0.8552,0.0850148,0.00587678,-2.32607E-06,5.70312E-11,-2.18904E-22,-289.10,188.32,-2.98E+02,1.59E+00,1.16E-04
112-92-5,1-Octdecanol,C18H38O      ,Misc,CH3 (CH2)17 OH ,270.5010071,0.8117,607.000,777.000,13.900,1.010,1.1590,-0.0321984,0.00646634,-3.65517E-06,7.9792E-10,0,-566.88,-36.19,-5.76E+02,1.77E+00,1.24E-04
112-95-8,n-C20,C20H42       ,PN,(CH3)2 (CH2)18 ,282.5400085,0.7914,616.929,768.000,11.600,1.190,0.9069,-0.07921,0.0068627,-3.9531E-06,8.94724E-10,-1.36213E-22,-456.08,115.77,-4.66E+02,1.91E+00,1.35E-04
1134-62-9,2BNaphthalen,C14H16       ,AMR,(AC)2 (ACH)7 ACCH2 (CH2)2 CH3 ,184.279007,0.9711,562.200,770.000,25.000,0.633,0.5330,-0.284712,0.00633004,-4.25916E-06,1.12138E-09,6.02385E-21,52.30,238.53,4.85E+01,6.20E-01,5.15E-05
115-07-1,Propene,C3H6         ,N,CH3 CH2=CH ,42.08060074,0.5214,225.399,365.000,46.204,0.181,0.1480,0.0881636,0.0055726,-2.75659E-06,5.23968E-10,-5.2489E-22,20.43,62.50,1.94E+01,1.37E-01,2.57E-05
115-10-6,diM-Ether,C2H6O        ,Misc,CH3 CH3O ,46.06900024,0.6709,248.300,400.000,53.200,0.178,0.2000,0.36968,0.00389018,-1.13687E-06,-4.16588E-11,0,-184.19,-112.92,-1.85E+02,2.34E-01,2.71E-05
115-11-7,i-Butene,C4H8         ,N,(CH3)2 CH2=C ,56.10770035,0.5933,266.299,417.898,40.023,0.239,0.1900,0.28605,0.0049975,-1.94446E-06,1.6215E-10,-5.4667E-22,-16.91,58.18,-1.83E+01,2.46E-01,3.09E-05
115-25-3,perF-CC4,C4F8         ,Misc,(CF2)4 ,200.026001,1.5350,267.200,388.500,27.800,0.324,0.3560,0.228438,0.00243962,-1.90766E-06,5.30888E-10,0,-1528.00,253.15,-1.53E+00,4.44E-01,-1.39E-05
115-77-5,Penterytrito,C5H12O4      ,Misc,C (CH2)4 (OH)4 ,136.1470032,0.8821,631.000,780.000,47.800,0.381,2.1728,0.0563204,0.00500114,-3.36882E-06,1.01237E-09,-9.85695E-14,-776.70,-542.65,-7.77E+02,7.71E-01,4.75E-05
115-86-6,TRIPHENYL PHOSPHATE ,C18H1504P,MISC,,326.288,0.0000,686.650,0.000,-,#VALUE!,0.0000,0,0,0,0,0,-757.30,0.00,,,
116-09-6,Acetol,C3H6O2       ,ES,CH2 OH CH3CO ,74.07920074,1.0834,418.648,596.000,57.400,0.228,0.7736,0.408187,0.00235804,1.63349E-06,-3.26944E-09,1.31028E-12,-366.00,,-3.65E+02,2.61E-01,3.11E-05
116-14-3,perF-C2=,C2F4         ,Misc,C=C (F)4 ,100.0130005,1.0321,197.199,306.500,39.200,0.172,0.2230,0.290239,0.00227806,-2.03691E-06,6.78112E-10,0,-658.98,-624.10,-6.59E+02,1.18E-01,-1.83E-06
116-15-4,C6-F-C3=,C3F6         ,Misc,,150.022995,1.3533,243.550,368.000,29.000,0.268,0.2046,0.090117,0.0042542,-0.000004926,2.689E-09,-5.646E-13,-1079.00,-1040.10,-1.08E+00,1.64E-01,-4.20E-05
117-81-7,DiC8Phthalat,C24H38O4     ,Misc,(CH)2 (CH2)10 (CH3)4 (AC)2 (ACH)4 (COO)2 ,390.5629883,0.9895,657.150,806.000,11.800,1.270,1.1420,-0.19712,0.0056934,-3.1071E-06,3.89972E-10,1.2481E-13,-966.72,-406.30,-9.66E+02,1.97E+00,1.68E-04
1184-58-3,DIMETHYLALUMINUM CHLORIDE ,C2H6AICI,MISC,,92.054,0.9880,399.150,619.000,36.200,0.320,0.1830,0.150672431,0.003424729,-2.60803E-06,1.07718E-09,-1.87151E-13,0.00,0.00,,,
1185-39-3,NeoC7oicAcid,C7H14O2      ,ES,C (CH2)2 (CH3)3 COOH ,130.1869965,0.9238,475.650,662.000,30.300,0.455,0.6354,-0.40293,0.0075328,-0.000006795,3.3908E-09,-7.157E-13,-545.30,,-5.45E+02,6.83E-01,5.66E-05
1186-53-4,2234Mpentane,C9H20        ,PN,(CH3)6 (CH)2 C ,128.2590027,0.7424,406.178,592.150,26.041,0.490,0.3130,0.0875829,0.00569,-2.07263E-06,0,0,-237.09,35.40,-2.43E+02,9.02E-01,6.24E-05
118-74-1,PerCl-BZ,C6Cl6        ,Misc,(ACCL)6 ,284.7990112,1.5578,582.598,825.799,32.200,0.558,0.5430,0.190936,0.001909686,-1.81035E-06,6.26252E-10,1.43266E-21,-82.42,44.18,-3.44E+01,2.69E-01,-1.87E-05
118-90-1,o-ToluicAcid,C8H8O2       ,Misc,(ACH)4 ACCH3 AC COOH ,136.1490021,1.1535,532.000,750.000,38.600,0.397,0.6572,0.033213,0.00244214,3.45834E-06,-6.34296E-09,2.70569E-12,-322.80,-213.35,-3.22E+02,3.50E-01,4.91E-05
118-91-2,o-ClBenzoicA,C7H5ClO2     ,Misc,AC (ACH)4 COOH ACCL ,156.5679932,1.5426,560.150,792.000,40.300,0.383,0.6637,0.016808,0.0023814,1.44291E-06,-3.95936E-09,1.8396E-12,-325.00,-240.53,-3.24E+02,2.67E-01,4.32E-05
118-93-4,2HxAcPhenone,C8H8O2       ,Misc,AC (ACH)4 ACOH CH3CO ,136.1499939,1.1350,494.700,707.000,44.500,0.394,0.6377,-0.1801,0.0060282,-5.4234E-06,2.39608E-09,-3.93475E-13,-281.00,,-2.81E+02,3.67E-01,2.04E-05
118-96-7,246-3NToluen,C7H5N3O6     ,Misc,(ACH)3 (ACNO2)3 ,227.1329956,1.5448,625.000,828.000,30.400,0.572,0.8972,0.56784,0.00103318,1.80522E-06,-2.34984E-09,7.268E-13,43.40,0.00,4.23E+01,8.08E-01,1.21E-05
1189-99-7,255-Mheptane,C10H22       ,PN,(CH3)5 (CH2)3 CH C ,142.2850037,0.7431,425.971,602.927,22.201,0.550,0.4346,0.129297,0.0056908,-2.07338E-06,0,0,-269.57,24.52,-2.75E+02,9.83E-01,6.88E-05
1190-76-7,cisCrotonitr,C4H5N        ,Misc,,67.0904007,0.8292,380.600,568.000,38.800,0.265,0.3787,-0.0110198,0.004724,-2.79641E-06,5.62E-10,2.75023E-14,143.40,185.50,1.44E+02,1.32E-01,2.48E-05
1190-83-6,226-Mheptane,C10H22       ,PN,(CH3)5 (CH2)3 CH C ,142.2850037,0.7271,422.100,593.427,21.304,0.573,0.4273,0.1825,0.005679,-2.05772E-06,0,0,-273.97,21.97,-2.80E+02,9.92E-01,6.78E-05
1191-25-9,6-HydroxyC6A,C6H12O3      ,Misc,COOH OH (CH2)5 ,132.1589966,0.9890,557.000,730.000,35.800,0.435,1.1776,-0.016278,0.0057344,-0.000004941,2.49136E-09,-5.686E-13,-666.20,,-6.66E+02,6.25E-01,4.71E-05
1191-99-7,23-DiHydroFu,C4H6O        ,Misc,CH2O CH=CH CH2 ,70.09100342,0.9301,327.650,524.000,55.000,0.205,0.2255,-0.24363,0.0053346,-2.8875E-06,4.1852E-10,8.66E-14,-72.25,,-7.21E+01,2.26E-01,3.01E-05
1192-18-3,1-ci2-MCC5,C7H14        ,N,(CH3)2 (CH2)3 (CH)2 ,98.18900299,0.7766,372.683,564.817,34.474,0.368,0.2690,-0.141999,0.00571358,-2.10398E-06,0,0,-129.59,45.73,-1.34E+02,5.85E-01,5.24E-05
119-36-8,M-Salicylate,C8H8O3       ,Misc,(AC)2 OH (ACH)4 CH3COO ,152.1490021,1.1840,493.648,700.000,40.700,0.410,0.6315,-0.432439,0.006093,-5.72706E-06,2.79858E-09,-5.48315E-13,-464.30,,-4.64E+02,4.13E-01,4.26E-05
119-61-9,BZ-Phenone,C13H10O      ,Misc,,182.2220001,1.0861,579.242,815.000,30.100,0.591,0.5450,-0.34965,0.005441,-3.50976E-06,8.30948E-10,0,59.00,175.00,-3.28E+01,-3.28E+01,-3.28E+01
119-64-2,1234THyNapht,C10H12       ,OC,(ACH)4 (AC)2 (CH2)4 ,132.2050018,0.9748,480.769,720.150,36.200,0.441,0.3277,-0.406106,0.0063984,-3.93114E-06,9.61728E-10,-3.11578E-14,26.61,167.10,2.68E+01,4.52E-01,5.15E-05
119-65-3,i-Quinoline,C9H7N        ,NI,(ACH)4 C5H3N ,129.1600037,1.0974,516.400,803.150,49.800,0.403,0.2885,-0.160095,0.0046425,-2.12009E-06,-1.99439E-10,2.76149E-13,208.40,279.70,2.09E+02,2.29E-01,3.00E-05
119-67-5,2-FormBZAcid,C8H6O3       ,Misc,COOH CH3CO (ACH)4 (AC)2 ,150.1340027,1.5049,561.000,772.000,38.300,0.372,0.8188,-0.10205,0.0037968,-8.199E-07,-1.41184E-09,7.022E-13,-429.40,,-4.30E+02,3.05E-01,2.33E-05
119-75-5,oNtrDiPHAmin,C12H10N2O2   ,Misc,,214.2230072,1.0973,616.000,835.000,28.700,0.623,0.7669,-0.110398,0.0046658,-2.91195E-06,5.36396E-10,8.0891E-14,188.00,,1.87E+02,6.22E-01,3.51E-05
1198-61-4,Cl2-F4-BZ,C6Cl2F4      ,Misc,(ACCL)2 (ACF)4 ,218.9640045,1.5676,430.898,626.000,53.200,0.400,0.6220,0.0679726,0.00208424,-1.35639E-06,3.13004E-10,0,-803.91,,-8.02E+02,2.01E-01,3.56E-05
11H6-2,2-BUTOXYETHANOL,C6H1402,MISC,,118.176,0.8960,444.470,600.000,32.400,0.400,0.8170,-0.188016179,0.006866284,-6.02847E-06,3.32953E-09,-8.74458E-13,-441.00,-240.00,-4.45E-01,6.70E-01,5.05E-08
120-12-7,Anthracene,C14H10       ,ADU,(AC)4 (ACH)10 ,178.2330017,1.0942,615.179,872.000,29.000,0.554,0.4892,-0.394334,0.00611442,-4.67079E-06,1.70834E-09,-2.35038E-13,230.10,333.70,2.30E+02,3.28E-01,3.83E-05
120-51-4,BzylBZoate,C14H12O2     ,Misc,AC (ACH)10 ACCH2 COO ,212.2480011,1.1161,596.650,819.999,25.800,0.694,0.6225,-0.592555,0.0062054,-4.30071E-06,8.2364E-10,2.31793E-13,-191.00,-34.80,-1.91E+02,5.04E-01,6.51E-05
120-61-6,DMTerephtlat,C10H10O4     ,Misc,(ACH)4 (AC)2 (CH3COO)2 ,194.1900024,1.1749,561.150,772.000,27.800,0.529,0.6371,-0.697972,0.0069852,-6.64167E-06,2.38954E-09,8.6552E-14,-643.58,-474.00,-6.43E+02,5.49E-01,6.28E-05
120-72-9,Indole,C8H7N        ,NI,,117.1500015,1.1100,526.159,790.000,43.000,0.431,0.3742,-0.408067,0.006075,-4.6773E-06,1.75201E-09,-2.52301E-13,156.60,237.30,1.57E+02,2.61E-01,3.07E-05
12075-68-2,EAlSesquiCl,C6H15Al2Cl3  ,Misc,,247.5050049,1.0972,482.148,747.000,69.600,0.428,0.4341,-0.00715702,0.00385868,-2.98348E-06,1.20798E-09,-2.07456E-13,-32.77,0.00,-3.28E+01,-3.28E+01,-3.28E+01
120-80-9,12BZdiol,C6H6O2       ,Misc,(AC)2 (ACH)4 (OH)2 ,110.1110001,1.1570,518.650,764.000,74.900,0.300,0.6937,-0.219238,0.00559424,-4.35822E-06,1.48873E-09,-1.57754E-13,-272.00,-187.00,-2.73E+02,2.82E-01,1.75E-05
120-82-1,124TriClBZ,C6H3Cl3      ,Misc,(ACH)3 (ACCL)3 ,181.4470062,1.4608,486.148,725.000,37.200,0.395,0.3581,0.0108722,0.00315114,-3.07368E-06,1.51018E-09,-2.97245E-13,-11.76,43.05,-9.78E+00,1.65E-01,4.13E-05
120-92-3,CC5one,C5H8O        ,Misc,(CH2)3 CH2CO ,84.11750031,0.9548,403.898,634.598,51.100,0.268,0.2640,-0.48315,0.0062513,-3.71625E-06,8.48164E-10,0,-192.79,36.35,-1.93E+02,5.24E-01,4.07E-05
120-94-5,nMPyrrolidin,C5H11N       ,Misc,(CH2)4 CH3N ,85.14910126,0.8155,352.299,550.000,42.000,0.298,0.2270,-0.67281,0.00763278,-4.67448E-06,1.09136E-09,0,-8.12,145.00,-8.31E+00,7.05E-01,5.34E-05
121-14-2,24-2NToluene,C7H6N2O4     ,Misc,CH3 AC (ACH)3 (ACNO2)2 ,182.1360016,1.3753,590.000,814.000,34.000,0.487,0.7126,-0.21155,0.004999,-4.4526E-06,1.96872E-09,-3.47885E-13,33.20,0.00,3.19E+01,6.18E-01,1.96E-05
